CODE,NUTS3,POPULATION,POP_DENS,POP_60,P_POP_60,P_MALES,POP 014,P_POP_0_14,POP 1529,P_POP_15_29,POP 3044,P_POP_30_44,POP 4559,P_POP_45_59,POP_GROWTH,HOUSEHOLDS,DWELLINGS,SURFACE_AREA,COVID19_D,COVID19_CCONF,DURATION_LD,LAG_LD,NO2,WIND,TEMP,NTI,PRESSURE,PRECIPITATION,SOLAR_RAD,LAI,PM25
DE,DE116,426638,498,116899,27.40004,49.22534,60091,14.08477,71387,16.73245,76654,17.96699,101607,23.81574,4,200913,202699,848.49,97,2021,46,54,4.57618,2.79118,8.72714,22.32523,0.93165,80.6955,10916.14635,2.11325,8.72714
DE,DE117,125995,1263,31830,25.26291,48.64082,18397,14.60137,24053,19.09044,25498,20.23731,26217,20.80797,7,62732,60600,98.7,17,614,46,54,5.13768,2.48368,9.93287,43.88889,0.97751,63.08391,10829.81641,1.08799,9.93287
DE,DE118,343056,312,88083,25.67598,48.81273,49198,14.3411,58937,17.17999,64787,18.88525,82051,23.91767,5,155549,157103,1087.51,42,1157,46,54,4.57618,2.66644,9.44274,19.83889,0.95862,69.63277,10827.22997,1.47711,9.44274
DE,DE119,111990,144,29181,26.05679,48.56326,16006,14.29235,19847,17.72212,20295,18.12215,26661,23.80659,4,50188,51951,767.69,47,813,46,54,4.57618,2.9186,8.90746,11.24028,0.92716,72.41515,10793.5148,1.53191,8.90746
DE,DE11A,195297,132,50764,25.99323,48.91422,28532,14.60954,34126,17.4739,36172,18.52153,45703,23.40179,4,88341,90437,1467.43,59,961,46,54,4.57618,3.19868,8.35228,11.22531,0.90606,75.75389,10844.18342,1.89735,8.35228
DE,DE11B,132046,101,39002,29.53668,48.75044,17540,13.28325,21747,16.46926,22490,17.03194,31267,23.67887,2,60888,64568,1288.79,11,504,46,54,4.5431,3.05116,8.70178,9.78105,0.9153,62.63596,10680.35635,1.16289,8.70178
DE,DE11C,132592,212,37711,28.44138,48.74804,18603,14.03026,22426,16.91354,23464,17.69639,30388,22.91843,4,61443,63099,620.29,41,571,46,54,4.01468,3.34172,7.82363,16.33829,0.88262,72.22974,10998.62999,2.2762,7.82363
DE,DE11D,312570,207,84950,27.17791,49.07189,43916,14.04997,55608,17.79057,55575,17.78002,72521,23.20152,2,141963,146393,1494.65,43,1683,46,54,4.01468,3.30161,8.12052,14.21966,0.8953,74.26765,10944.72712,2.10935,8.12052
DE,DE121,54703,391,18105,33.09691,49.79983,6412,11.72148,8218,15.02294,9243,16.8967,12725,23.26198,3,28973,29992,138.66,19,206,46,54,4.86078,2.98446,9.22497,20.45833,0.95474,107.2228,11104.56106,2.05882,9.22497
DE,DE122,314282,1813,74942,23.84546,48.14816,37870,12.04969,72213,22.97714,65265,20.76638,63992,20.36133,5,168854,159146,171.53,14,556,46,54,4.86078,2.575,10.42613,42.66667,1.00661,68.90336,11009.44617,1.37254,10.42613
DE,DE123,444579,410,123493,27.77752,48.8984,61108,13.74514,72194,16.23873,80415,18.0879,107369,24.15071,4,205938,206660,1072.78,81,1227,46,54,4.86078,2.62181,10.04177,26.19551,0.9902,70.10862,10956.19179,1.56976,10.04177
DE,DE124,231085,313,65853,28.49731,48.99193,31024,13.42536,37313,16.14687,40704,17.6143,56191,24.31616,3,108637,110617,730.45,17,638,46,54,4.86078,2.92439,9.3017,18.4053,0.96342,99.1558,11088.93136,1.81833,9.3017
DE,DE125,161519,1486,33981,21.03839,51.6998,19383,12.00045,42896,26.55787,36123,22.36455,29136,18.03874,6,86312,80671,107.58,7,391,46,54,5.13768,2.8888,9.79245,34.73495,0.95812,76.44444,10737.85641,1.7309,9.79245
DE,DE126,309221,2135,74686,24.15295,49.39089,40020,12.9422,65253,21.10238,64561,20.87859,64701,20.92387,4,163997,167483,143.28,13,779,46,54,5.2145,2.66244,10.67986,48.57176,0.9859,55.25868,10600.8924,0.88429,10.67986
DE,DE127,143081,127,41092,28.7194,48.46416,19093,13.34419,23887,16.69474,23998,16.77232,35011,24.46936,1,64308,67248,1112.71,22,489,46,54,4.5431,3.04711,8.57441,10.31036,0.91917,73.30014,10706.0473,1.43279,8.57441
DE,DE128,549170,518,153874,28.01937,49.51363,76819,13.9882,88467,16.10922,98514,17.93871,131496,23.9445,3,262037,266663,1049.26,39,1369,46,54,5.2145,2.77757,9.7998,26.7703,0.9691,72.76208,10768.28843,1.61444,9.7998
DE,DE129,125240,1279,32773,26.16816,49.82593,18379,14.67502,24073,19.22149,23863,19.05382,26152,20.88151,6,63454,62076,96.91,8,543,46,54,5.13768,2.73461,9.16071,28.23264,0.95164,79.81771,10993.34548,1.9429,9.16071
DE,DE12A,158052,198,43517,27.53334,48.60742,22279,14.09599,26670,16.87419,27525,17.41515,38061,24.08132,4,73324,77037,788.74,28,823,46,54,5.13768,3.11603,7.77192,15.3804,0.87649,103.33213,11042.4743,2.1719,7.77192
DE,DE12B,199114,348,55296,27.77103,49.11408,27869,13.9965,32712,16.42878,34457,17.30516,48780,24.49853,3,90745,92567,567.13,22,748,46,54,5.13768,2.73209,9.11122,23.67758,0.94534,71.14947,10978.84451,1.67778,9.11122
DE,DE12C,117362,135,32168,27.40921,48.90169,16562,14.11189,20203,17.21426,20227,17.23471,28202,24.02992,2,54471,57092,861.15,39,622,46,54,4.86078,3.20278,7.5773,11.91162,0.86389,117.48993,11126.95165,2.04158,7.5773
DE,DE131,231069,1511,49619,21.47367,52.04506,31234,13.51717,57081,24.70301,48938,21.17896,44197,19.12719,5,116536,116470,151.48,80,1100,46,54,3.33194,3.13636,9.09161,21.50694,0.93364,96.54688,11436.04685,2.20597,9.09161
DE,DE132,264114,192,75095,28.4328,49.33362,37758,14.2961,43650,16.52695,45446,17.20696,62165,23.53718,6,121466,124024,1364.83,71,1265,46,54,3.07891,3.2662,8.19975,16.28038,0.90061,100.13062,11456.62382,2.38544,8.19975
DE,DE133,165726,244,45804,27.63839,49.41289,23740,14.32485,26961,16.26842,29083,17.54885,40138,24.21949,5,76056,76910,672.92,43,605,46,54,3.33194,2.93412,9.67274,16.53869,0.96457,88.8117,11317.43115,2.34817,9.67274
DE,DE134,427431,230,118205,27.65476,48.97399,60854,14.23715,72200,16.89162,74628,17.45966,101544,23.75682,4,196699,199734,1840.75,124,1380,46,54,3.96984,2.97403,9.3026,16.08652,0.95505,96.63976,11194.3703,2.09389,9.3026
DE,DE135,138810,181,38515,27.74656,48.71263,19985,14.39738,23596,16.99878,23718,17.08667,32996,23.77062,3,64050,66882,761.67,26,720,46,54,3.76516,2.92237,7.57445,15.72483,0.87794,84.97351,11193.28359,2.02017,7.57445
DE,DE136,211574,206,61233,28.94165,48.82972,28906,13.66236,36666,17.33011,36995,17.48561,47774,22.58028,3,102036,105479,1015.21,33,640,46,54,3.07891,3.36401,6.56167,13.63056,0.83052,94.07142,11318.91045,2.39499,6.56167
DE,DE137,140214,191,36385,25.94962,48.74549,21489,15.32586,24846,17.72006,26002,18.54451,31492,22.45995,5,63384,64989,727.07,24,569,46,54,2.82587,2.91294,6.79671,14.56404,0.8447,78.15008,11264.45192,2.49561,6.79671
DE,DE138,285683,350,77143,27.00301,50.08418,38607,13.51393,55410,19.39562,49851,17.44976,64672,22.63768,4,141987,143395,808.73,17,631,46,54,2.82587,2.35692,8.27856,17.08631,0.91813,72.54358,11282.7052,2.39063,8.27856
DE,DE139,229282,284,61309,26.73956,49.80504,33199,14.47955,38010,16.57784,41444,18.07556,55320,24.12749,3,108891,111221,798.98,62,779,46,54,3.33194,3.00868,8.29017,18.40509,0.91036,107.57195,11560.00495,2.63364,8.29017
DE,DE13A,170932,151,47734,27.92572,49.12246,24993,14.6216,28565,16.71132,29947,17.51983,39693,23.22151,4,79711,83445,1120.52,35,375,46,54,3.07891,2.9758,7.43515,11.82449,0.87544,109.1782,11455.49662,2.53514,7.43515
DE,DE141,286793,263,77244,26.93371,49.16647,40779,14.21897,50067,17.45754,51704,18.02833,66999,23.36145,4,135836,134950,1081.08,85,1678,46,54,3.62271,2.97565,7.14492,14.31994,0.86051,76.64059,11139.64984,2.20034,7.14492
DE,DE142,227084,438,52583,23.15575,50.79618,31881,14.0393,51537,22.69513,42282,18.61954,48801,21.49029,5,106570,103622,513.63,60,1396,46,54,5.13768,2.56983,8.41338,21.17778,0.92364,66.47685,11102.92971,2.01635,8.41338
DE,DE143,188549,206,54544,28.92829,48.92256,25072,13.29734,31629,16.77495,31997,16.97012,45307,24.0293,2,88059,90288,908.14,77,1346,46,54,3.98178,2.88167,7.10825,16.72538,0.85781,77.17795,11199.98332,2.19119,7.10825
DE,DE144,126401,1066,30175,23.87244,49.72666,17280,13.67078,27578,21.81787,26417,20.89936,24951,19.73956,6,64300,62962,117.46,8,447,46,54,4.01468,2.95052,8.26221,31.37963,0.89953,65.28935,11053.79905,1.55275,8.26221
DE,DE145,195605,144,50403,25.76775,48.47422,29325,14.99195,34311,17.54096,35401,18.09821,46165,23.60113,4,85851,88574,1344.34,26,779,46,54,3.11771,2.99284,7.70004,12.55208,0.88274,72.13698,11106.16641,2.03746,7.70004
DE,DE146,199659,142,49955,25.02016,48.80421,30638,15.34516,35382,17.72121,37204,18.63377,46480,23.27969,6,88198,91891,1395.38,36,722,46,54,2.66923,2.60832,7.85458,12.09518,0.8936,74.6165,11242.68218,2.52668,7.85458
DE,DE147,215794,325,62850,29.125,49.23306,29593,13.71354,35537,16.46802,37851,17.54034,49963,23.1531,4,104497,108982,658.23,8,411,46,54,2.66923,2.17501,8.8633,15.28559,0.93281,83.45579,11373.22644,2.58622,8.8633
DE,DE148,284890,175,74078,26.00232,49.19162,41238,14.47506,52389,18.3892,51299,18.0066,65886,23.12682,4,129108,131006,1616.35,7,744,46,54,2.51259,2.34683,7.87222,12.34501,0.88836,98.49702,11426.92293,3.36781,7.87222
DE,DE149,130153,108,35095,26.96442,48.7872,18376,14.11877,23292,17.89586,22096,16.97694,31294,24.04401,2,58019,60502,1192.17,36,844,46,54,2.66923,2.60173,7.27842,10.56574,0.87056,74.49182,11249.61417,2.32874,7.27842
DE,DE211,136631,1026,33132,24.24926,48.71003,19091,13.97267,25760,18.8537,30219,22.11724,28429,20.80714,6,69229,69274,131.82,38,699,46,54,3.84929,2.61638,8.5614,40.15278,0.91589,61.5353,10993.61564,1.47573,8.5614
DE,DE212,1474125,4746,334295,22.67752,50.74773,200256,13.58474,283757,19.24918,357407,24.24537,298410,20.2432,5,806064,809283,307.68,223,8800,46,54,2.6185,2.71691,8.84988,56.7662,0.90158,80.17442,11217.04152,1.4273,8.84988
DE,DE213,63555,1710,16293,25.63606,49.71914,8688,13.67005,12156,19.12674,13005,20.46259,13413,21.10456,5,33072,32879,36.84,23,620,46,54,2.53109,2.19437,8.6076,26.62153,0.9171,93.64685,11208.99361,1.69907,8.6076
DE,DE214,111165,195,31625,28.4487,49.25651,15455,13.90276,18296,16.45842,19490,17.5325,26299,23.65763,4,52640,52374,563.52,55,712,46,54,2.8335,2.23032,8.43002,15.30816,0.91787,81.50658,10907.31912,2.48082,8.43002
DE,DE215,105669,126,31576,29.88199,49.24623,13468,12.74546,17868,16.90941,19058,18.03556,23699,22.42758,3,53022,53475,831.87,25,393,46,54,2.53109,2.46589,6.53353,13.17172,0.7847,118.55635,11061.67372,2.23088,6.53353
DE,DE216,127650,115,35238,27.60517,49.37799,18199,14.25695,20986,16.44027,22746,17.81904,30481,23.87857,5,60825,61328,1100.3,10,588,46,54,2.6185,2.56202,7.64641,6.6469,0.82808,103.36814,11517.26507,2.21246,7.64641
DE,DE217,154693,267,37635,24.32883,49.14185,22727,14.69168,26237,16.96069,31269,20.21358,36825,23.80521,7,70711,69245,573.23,33,1117,46,54,3.23389,2.86719,8.11599,19.63079,0.89847,72.96916,11182.83484,2.19019,8.11599
DE,DE218,142519,260,34851,24.45358,49.14713,22147,15.53968,23299,16.348,27690,19.42899,34532,24.22975,7,64118,62344,544,5,645,46,54,2.57479,2.56455,8.4452,20.15139,0.89713,87.30881,11224.68076,2.58562,8.4452
DE,DE219,132989,110,31511,23.69444,48.48822,20487,15.40503,24087,18.11202,26081,19.6114,30823,23.1771,6,58164,58570,1200.31,20,371,46,54,3.84929,2.81072,8.07417,9.2912,0.88991,65.85039,10881.31625,1.8851,8.07417
DE,DE21A,138495,159,31565,22.79144,48.97939,20696,14.9435,24316,17.55731,27149,19.60287,34769,25.10488,6,61509,60503,861.68,11,784,46,54,3.0337,2.61975,8.41647,13.7446,0.90429,74.09948,11125.56285,2.38585,8.41647
DE,DE21B,179899,225,38468,21.38311,48.64896,26379,14.66323,34884,19.39088,37696,20.95398,42472,23.6088,6,83915,82878,791.44,46,1155,46,54,3.20123,2.74351,8.16043,17.42298,0.90446,68.18801,11114.17996,1.96404,8.16043
DE,DE21C,220192,507,60420,27.43969,49.70435,32416,14.7217,35129,15.9538,41318,18.76453,50909,23.12028,6,104707,102851,430.4,36,1088,46,54,2.6185,2.86451,8.26878,17.24537,0.88956,78.66369,11287.49443,2.11489,8.26878
DE,DE21D,88677,88,27840,31.39484,49.61828,11120,12.53989,14269,16.09098,14618,16.48455,20830,23.48974,4,46766,47863,1002.81,18,333,46,54,2.6185,2.68708,6.31779,7.11742,0.76265,107.9978,11716.19454,2.04632,6.31779
DE,DE21E,120022,149,31455,26.2077,48.8852,17294,14.40903,20226,16.85191,20957,17.46097,30090,25.0704,4,55211,54818,796.48,10,420,46,54,2.6185,2.92046,7.75723,12.93403,0.8714,85.10764,11394.57001,2.30334,7.75723
DE,DE21F,100002,116,28733,28.73243,49.49601,13684,13.68373,15669,15.66869,17515,17.51465,24401,24.40051,4,49170,50795,857.98,11,667,46,54,2.57479,2.61322,7.29862,10.22854,0.79692,109.00068,11463.41649,2.55562,7.29862
DE,DE21G,115541,144,30520,26.41487,48.34907,16220,14.03831,20210,17.49163,20988,18.16498,27603,23.89022,6,51506,50667,797.05,27,586,46,54,2.8335,2.39666,8.28435,10.39792,0.91112,76.90671,11003.10002,2.67,8.28435
DE,DE21H,350456,528,91312,26.0552,49.09803,53924,15.38681,56991,16.26196,67617,19.29401,80612,23.00203,6,165634,163913,657.35,96,1716,46,54,2.6185,2.69222,8.46513,31.19306,0.88707,87.27373,11288.85943,2.04936,8.46513
DE,DE21I,97051,131,24713,25.46393,48.74963,14240,14.6727,16579,17.08277,18620,19.18579,22899,23.59481,5,43830,43795,731.6,18,386,46,54,3.84929,2.82072,8.14714,12.19059,0.90587,64.61986,11027.55263,2.03922,8.14714
DE,DE21J,127612,168,31258,24.49456,48.2964,18448,14.45632,21880,17.14572,25475,19.96286,30551,23.94054,6,57344,56491,752.97,21,432,46,54,3.84929,2.74456,8.34013,14.1875,0.90658,65.17368,11053.70043,1.95909,8.34013
DE,DE21K,261620,182,72295,27.63359,49.22865,36696,14.02645,43639,16.6803,45821,17.51433,63169,24.14533,5,121902,121641,1425.51,199,2428,46,54,2.57479,2.31124,8.23131,12.73856,0.88513,95.65747,11215.38499,2.53555,8.23131
DE,DE21L,136838,281,39839,29.11399,49.92984,20309,14.84164,20788,15.19169,22781,16.64815,33121,24.20453,5,65820,66203,482.8,13,675,46,54,2.6185,2.7972,8.22375,16.79282,0.87886,86.62419,11394.57689,2.02526,8.22375
DE,DE21M,177588,116,51967,29.26268,49.05455,23698,13.34437,29608,16.6723,30655,17.26186,41660,23.45879,4,85578,87204,1518.78,88,1385,46,54,2.53109,2.33179,7.83157,10.18715,0.85892,102.56863,11086.243,2.58172,7.83157
DE,DE21N,135251,140,38297,28.3155,48.92163,19132,14.14555,22176,16.39618,23262,17.19913,32384,23.94363,4,64064,64174,957.07,3,394,46,54,2.6185,2.65175,7.6951,10.29968,0.86182,96.99363,11509.45012,3.02115,7.6951
DE,DE221,72172,1096,19077,26.43269,50.2785,9366,12.97733,13431,18.60971,14711,20.38325,15587,21.59702,9,38229,38163,65.19,9,346,46,54,3.13591,2.53154,8.40928,35.79861,0.9074,67.52001,10935.84633,1.73148,8.40928
DE,DE222,52074,748,14225,27.3169,50.95249,5537,10.63295,12754,24.49207,9431,18.11077,10127,19.44732,5,30180,31585,68.89,18,177,46,54,2.37368,2.07234,8.12286,23.77778,0.92013,75.20602,10741.69918,2.3179,8.12286
DE,DE223,47902,710,13239,27.63768,48.44683,5733,11.96819,8647,18.05144,9298,19.41046,10985,22.93224,5,25055,25049,66.8,48,481,46,54,3.13591,2.14398,8.55723,27.66667,0.92515,62.50058,10728.82572,1.34849,8.55723
DE,DE224,119333,139,32238,27.01516,49.11382,15633,13.10032,21071,17.65731,21695,18.18022,28696,24.04699,3,57075,58167,851.72,15,403,46,54,2.7548,2.26108,7.81898,12.75063,0.9069,77.32297,10732.47563,2.25529,7.81898
DE,DE225,78653,80,22944,29.17117,48.77881,9638,12.25382,13176,16.75206,13205,16.78893,19690,25.03401,1,36437,37810,973.08,12,202,46,54,2.37368,2.85543,6.48739,9.55716,0.81842,95.46677,10651.58379,2.99999,6.48739
DE,DE226,122236,115,30499,24.95091,48.40309,17727,14.50227,21756,17.79836,23192,18.97313,29062,23.77532,6,54932,54496,1053.57,35,608,46,54,3.4926,2.57609,8.33016,10.49252,0.90438,62.65046,10887.61953,2.03211,8.33016
DE,DE227,158922,118,39917,25.11735,48.37279,23288,14.65373,26663,16.77741,29821,18.76455,39233,24.68695,6,69454,67553,1333.06,31,795,46,54,3.4926,2.52908,8.30502,11.32067,0.90478,67.41309,10923.86204,2.0333,8.30502
DE,DE228,191652,125,55621,29.02187,48.99766,24778,12.92864,31262,16.31186,33384,17.41907,46607,24.31856,3,89513,90536,1513.95,31,679,46,54,2.46473,2.15952,7.96369,11.49696,0.90618,77.9513,10744.96853,2.59224,7.96369
DE,DE229,77749,80,22928,29.48977,48.71059,9809,12.61624,12872,16.55584,13284,17.08575,18856,24.2524,2,37359,38838,963.8,12,211,46,54,2.7548,3.07978,6.1661,9.42614,0.81557,90.18642,10603.45172,2.83742,6.1661
DE,DE22A,121083,95,34105,28.16663,48.72938,16098,13.29501,20781,17.16261,21187,17.49791,28912,23.87784,3,54232,54467,1267.69,50,795,46,54,2.48132,2.2371,8.25992,9.09635,0.90866,74.33051,10801.32313,2.46325,8.25992
DE,DE22B,100516,84,26594,26.45748,48.65594,14044,13.9719,16804,16.71774,18146,18.05285,24928,24.80003,3,43844,44107,1188.34,29,586,46,54,3.13591,2.33269,8.07453,10.62663,0.9046,66.14941,10736.15074,2.00101,8.07453
DE,DE22C,96662,110,24872,25.7309,47.49436,12927,13.3734,17216,17.81051,18307,18.93919,23340,24.14599,4,43152,42296,868.32,10,857,46,54,3.13591,2.28263,8.31236,11.65017,0.91419,66.98958,10806.59418,2.00612,8.31236
DE,DE231,42323,844,12720,30.05458,49.13877,5254,12.41405,7238,17.10181,7516,17.75867,9595,22.67089,2,22841,23334,49.59,4,104,46,54,3.4926,2.51612,8.16603,27.00694,0.87971,65.73843,10546.20003,1.69583,8.16603
DE,DE232,152811,1893,34082,22.30337,51.09514,18808,12.30801,35852,23.46166,33987,22.2412,30082,19.68576,9,91177,92821,79.91,10,776,46,54,3.13591,2.30657,8.58773,26.43889,0.91421,54.91985,10707.89765,1.1178,8.58773
DE,DE233,42582,604,12608,29.60875,50.24893,5162,12.12249,7581,17.8033,7485,17.57785,9746,22.88761,2,23859,24304,69.71,20,360,46,54,2.87571,2.62193,7.51381,13.65625,0.87032,59.76397,10420.82751,2.04762,7.51381
DE,DE234,102949,82,29195,28.3587,48.63573,13050,12.67618,17254,16.75975,17304,16.80832,26146,25.39704,0,48279,49634,1240.88,54,513,46,54,3.24113,2.62003,7.86191,7.68241,0.87356,68.60593,10538.18797,2.23088,7.86191
DE,DE235,128054,84,36156,28.23496,48.57872,16704,13.0445,21441,16.74372,22549,17.60898,31204,24.36784,2,59143,61514,1509.5,21,471,46,54,2.7548,2.65019,7.29217,7.87654,0.86916,68.61516,10591.51002,2.62892,7.29217
DE,DE236,133698,100,34315,25.66605,48.54897,18554,13.87754,23627,17.67192,24264,18.14836,32938,24.63612,5,59256,59223,1328.61,17,469,46,54,3.4926,2.7641,7.94393,9.21713,0.87525,69.90837,10699.21839,2.01402,7.94393
DE,DE237,94493,66,26533,28.07933,49.04067,12102,12.8073,15809,16.73034,16378,17.3325,23671,25.05053,1,43567,46497,1410.55,73,855,46,54,2.98965,2.74116,7.36632,9.64616,0.86443,63.02642,10414.87422,2.46851,7.36632
DE,DE238,193925,139,50559,26.07142,48.94573,27612,14.23849,31614,16.30218,36076,18.60307,48064,24.78484,4,88007,87900,1376.19,16,600,46,54,3.4926,2.43901,8.18274,13.88889,0.90012,58.68256,10734.09361,1.92911,8.18274
DE,DE239,147423,101,40362,27.37836,48.54331,19342,13.12007,25003,16.96004,26796,18.17627,35920,24.36526,3,68975,69134,1441.57,20,558,46,54,3.00581,2.55243,7.67476,10.96832,0.87791,60.58595,10546.52387,2.39456,7.67476
DE,DE23A,72672,67,21748,29.92624,48.59643,9024,12.41744,11829,16.27725,11998,16.5098,18073,24.86928,1,34746,36708,1071.12,139,1155,46,54,2.98965,3.15665,6.80327,8.3745,0.84311,62.99749,10323.05163,2.32079,6.80327
DE,DE241,77769,1425,19146,24.61906,51.03447,9598,12.34168,17622,22.65941,15602,20.06198,15801,20.31786,9,43876,43535,53.98,22,225,46,54,3.1036,2.39896,8.71019,21.40833,0.91913,54.94907,10429.81354,1.41667,8.71019
DE,DE242,74228,1111,20321,27.37646,50.24384,7889,10.62806,18600,25.05793,12787,17.22665,14631,19.71089,4,42365,43073,66.08,11,228,46,54,3.1036,2.682,7.94994,35.01389,0.88405,66.71007,10374.46234,1.95788,7.94994
DE,DE243,41261,857,12453,30.18104,49.71523,4812,11.66234,7554,18.30785,7217,17.49109,9225,22.35767,1,23096,23929,47.62,4,133,46,54,3.1036,2.66351,8.19472,35.49306,0.89225,61.30642,10279.96701,1.59028,8.19472
DE,DE244,46079,795,14055,30.50196,50.38087,5956,12.92563,8129,17.64144,7772,16.86669,10167,22.06428,3,26113,27321,57.31,21,432,46,54,2.98965,3.48426,7.10677,26.67361,0.84931,66.82407,10169.4022,1.93866,7.10677
DE,DE245,147490,126,38104,25.83497,48.97146,20555,13.93654,24385,16.53332,27040,18.33345,37406,25.36172,2,67264,66827,1153.65,36,453,46,54,3.41616,2.69286,8.18224,12.02737,0.89602,62.22016,10469.27694,2.01601,8.18224
DE,DE246,103979,82,30658,29.4848,49.00701,13509,12.99205,15766,15.16268,17616,16.94188,26430,25.41859,1,49505,50915,1258.38,28,440,46,54,2.98965,3.03678,7.24232,9.31898,0.85972,75.6777,10383.63667,2.43813,7.24232
DE,DE247,87080,148,26488,30.41801,48.94465,11018,12.65273,13169,15.12288,14641,16.81328,21764,24.99311,0,41922,42260,583.24,30,425,46,54,3.1036,2.63821,8.22618,9.65451,0.89462,60.37609,10295.20658,1.66656,8.22618
DE,DE248,116381,181,31630,27.17798,49.22539,16081,13.81755,18978,16.30679,20504,17.618,29188,25.0797,3,54253,54174,635.14,4,268,46,54,3.1036,2.67054,8.14989,14.38628,0.8909,67.31044,10522.87551,2.37456,8.14989
DE,DE249,95567,107,31602,33.0679,49.05564,11204,11.72371,14066,14.71847,14580,15.25631,24115,25.23361,2,48218,51578,881.7,32,503,46,54,2.98965,3.62951,6.72725,13.97431,0.84005,71.9465,10183.38106,2.07421,6.72725
DE,DE24A,67279,103,21265,31.60719,48.78342,7645,11.36313,9933,14.76389,10906,16.21011,17530,26.05568,2,32764,33465,643.24,3,179,46,54,3.1036,3.1844,7.42825,9.51563,0.86395,70.9166,10223.29462,2.19717,7.42825
DE,DE24B,71925,109,22587,31.40355,49.09141,8442,11.73723,10871,15.11436,11732,16.31144,18293,25.43344,1,35883,37138,650.21,11,258,46,54,3.1036,2.91246,7.64159,10.79861,0.87641,67.83738,10307.11496,2.10069,7.64159
DE,DE24C,66899,129,19814,29.61778,49.0396,8459,12.64443,10564,15.79097,11318,16.91804,16744,25.02877,0,32203,32445,513.5,17,338,46,54,3.1036,2.63329,8.1603,11.81151,0.89216,62.10286,10369.78101,1.93528,8.1603
DE,DE24D,73328,121,24660,33.62972,49.11084,8628,11.76631,10801,14.72971,11171,15.23429,18068,24.63997,1,38161,41056,598.78,41,684,46,54,2.98965,3.4453,6.60068,12.07341,0.83777,67.20117,10246.54043,2.14539,6.60068
DE,DE251,41868,420,11597,27.69896,50.85746,5672,13.54734,7638,18.24305,7564,18.0663,9397,22.44435,5,21864,22074,98.72,8,162,46,54,4.01468,3.25732,8.60191,19.75694,0.89442,63.34028,10759.57092,1.99536,8.60191
DE,DE252,111729,1453,25699,23.00119,49.68092,14924,13.35732,25717,23.0173,22886,20.48349,22503,20.1407,6,62577,64517,76.08,11,314,46,54,3.1036,2.47818,8.71921,46.46528,0.91675,61.29688,10566.54213,1.55787,8.71921
DE,DE253,127835,2020,31050,24.28912,50.26558,17390,13.60347,22626,17.69938,27032,21.14601,29737,23.26202,7,66372,65292,62.6,38,491,46,54,3.47644,2.51748,8.88588,53.30556,0.91678,59.52836,10587.12726,1.52328,8.88588
DE,DE254,518852,2783,133920,25.81083,50.313,69434,13.38224,98245,18.93507,108489,20.90943,108764,20.96243,4,281883,280643,184.47,53,1529,46,54,3.47644,2.54149,9.0963,50.30208,0.90931,58.12326,10562.2204,1.38515,9.0963
DE,DE255,41085,1007,11514,28.02483,49.86978,5752,14.00024,6588,16.03505,7360,17.91408,9871,24.0258,4,20387,20345,40.35,2,98,46,54,3.84929,2.63109,8.83644,23.72917,0.90565,59.39207,10631.55377,1.7662,8.83644
DE,DE256,184337,94,49550,26.88012,48.62073,25860,14.02865,31693,17.19297,32672,17.72406,44562,24.1742,3,83542,83981,1948.87,28,639,46,54,3.93198,3.24203,8.38941,10.54701,0.89585,63.25183,10776.15153,2.03389,8.38941
DE,DE257,136229,242,37386,27.4435,49.16648,19829,14.55564,21008,15.42109,24962,18.32356,33044,24.25622,3,63014,63609,557.79,11,330,46,54,3.56053,2.60913,8.60988,21.0873,0.91272,59.45023,10577.56453,1.91759,8.60988
DE,DE258,117251,382,34847,29.72,49.89126,15875,13.53933,16991,14.49113,20683,17.63993,28855,24.6096,2,57424,57838,303.79,58,537,46,54,3.65585,2.74587,8.72275,16.07292,0.90804,60.00093,10664.24095,1.81551,8.72275
DE,DE259,170972,214,49817,29.13752,49.18232,22988,13.44548,26044,15.2329,29972,17.53036,42151,24.65374,4,83309,84041,790.02,44,701,46,54,3.47644,2.67312,8.14651,15.76389,0.88466,72.25141,10568.71478,2.35763,8.14651
DE,DE25A,100098,79,27953,27.92563,48.71326,13604,13.59068,16553,16.53679,17491,17.47388,24497,24.47302,3,45683,45895,1252.6,6,273,46,54,3.67407,2.96699,8.55553,8.94404,0.90762,58.93465,10645.65613,1.7504,8.55553
DE,DE25B,126796,142,35051,27.64362,49.0465,17267,13.61794,20725,16.34515,22114,17.44061,31639,24.95268,3,58374,57907,884.95,7,325,46,54,3.84929,2.79338,8.33822,12.05662,0.89058,63.64041,10739.47147,1.93633,8.33822
DE,DE25C,94742,98,27122,28.62722,48.79462,12859,13.57265,15733,16.60615,16302,17.20673,22726,23.98725,3,44518,44676,959.96,25,411,46,54,3.93198,3.11961,8.20264,8.79707,0.88498,62.31481,10857.74937,2.04447,8.20264
DE,DE261,70248,1126,19085,27.16803,50.35303,9379,13.35127,12084,17.20191,13817,19.66889,15883,22.6099,4,37145,37840,61.68,1,151,46,54,5.29131,2.7787,9.61302,33.55556,0.95667,66.82639,10429.74959,1.36046,9.61302
DE,DE262,53546,1502,16259,30.36455,49.3613,7185,13.41837,9640,18.00321,9549,17.83326,10913,20.38061,3,28839,28872,35.25,18,208,46,54,3.72871,2.70344,8.66861,30.94792,0.91238,53.09881,10429.46472,1.07854,8.66861
