CODE,NUTS3,POPULATION,POP_DENS,POP_60,P_POP_60,P_MALES,POP 014,P_POP_0_14,POP 1529,P_POP_15_29,POP 3044,P_POP_30_44,POP 4559,P_POP_45_59,POP_GROWTH,HOUSEHOLDS,DWELLINGS,SURFACE_AREA,COVID19_D,COVID19_CCONF,DURATION_LD,LAG_LD,NO2,WIND,TEMP,NTI,PRESSURE,PRECIPITATION,SOLAR_RAD,LAI,PM25
DE,DE263,127300,1454,32353,25.41477,51.40377,13479,10.58837,32994,25.9183,24978,19.62137,23496,18.45719,2,75715,78511,86.59,52,534,46,54,3.72871,2.8162,9.27824,23.70833,0.92481,53.42737,10565.39924,1.14844,9.27824
DE,DE264,174487,250,49728,28.49954,48.98703,23126,13.25371,27574,15.8029,29978,17.18065,44081,25.2632,1,81722,83146,690.54,42,631,46,54,5.29131,3.11293,8.64734,20.43924,0.9181,77.08981,10455.5113,2.09641,8.64734
DE,DE265,103456,91,32904,31.80483,48.96091,12960,12.52706,15819,15.29056,16657,16.10056,25116,24.27699,1,50638,52349,1122.76,18,279,46,54,3.72871,3.16291,8.29586,8.90324,0.88674,67.85154,10370.79026,2.10066,8.29586
DE,DE266,79878,78,23496,29.41486,48.80192,10722,13.42297,12858,16.09705,13174,16.49265,19628,24.57247,0,36966,39146,1008.73,8,213,46,54,3.72871,3.1829,7.98092,7.09086,0.87773,64.33147,10288.68804,1.69511,7.98092
DE,DE267,84731,89,23833,28.12784,48.60323,11353,13.39887,13847,16.34231,14592,17.22156,21106,24.90942,1,38696,39290,944.61,6,185,46,54,3.41616,2.7303,8.32259,8.74931,0.89847,59.76794,10424.27528,1.76235,8.32259
DE,DE268,90895,133,25016,27.52187,48.47681,12184,13.40448,15338,16.87442,16223,17.84807,22134,24.35117,3,42366,42350,675.82,4,225,46,54,3.72871,2.75847,8.96333,11.44167,0.926,52.49082,10590.61125,1.27198,8.96333
DE,DE269,128756,180,36315,28.20451,48.8451,17277,13.4184,21090,16.37982,22152,17.20464,31922,24.79263,1,59936,61657,706.94,5,360,46,54,5.29131,3.0334,8.66157,12.70448,0.92605,74.4384,10591.35187,1.81764,8.66157
DE,DE26A,126712,96,38271,30.20314,48.55894,15941,12.5805,19923,15.72306,20874,16.47358,31703,25.01973,0,60611,62236,1305.1,6,186,46,54,4.51001,2.98826,8.62459,8.6237,0.91244,67.10719,10481.38944,1.94356,8.62459
DE,DE26B,115733,138,33477,28.92606,48.51944,15351,13.26415,18858,16.2944,19764,17.07724,28283,24.43815,2,53681,54831,831.34,25,582,46,54,3.72871,2.71269,8.66021,13.95625,0.91203,53.82108,10448.1885,1.3138,8.66021
DE,DE26C,162123,168,46049,28.40374,48.99798,22147,13.66062,25957,16.01068,28973,17.871,38997,24.05396,2,77054,78500,956.65,7,490,46,54,3.8717,2.92533,8.94845,14.27488,0.92043,55.88963,10624.64082,1.15352,8.94845
DE,DE271,295834,2016,74274,25.10665,49.98208,38165,12.90082,60845,20.56728,62547,21.1426,60003,20.28266,7,157633,155061,145.32,16,767,46,54,3.23389,2.99291,8.16383,54.63194,0.89323,74.34635,11167.36444,1.76092,8.16383
DE,DE272,43818,1093,12952,29.55863,49.22863,5933,13.5401,7346,16.7648,7843,17.89904,9744,22.23744,5,22735,22457,39.72,5,131,46,54,2.51259,2.76188,7.3622,16.61285,0.85436,100.35012,11494.38598,2.21528,7.3622
DE,DE273,68847,1089,19544,28.38758,49.21057,8893,12.91705,13389,19.44747,12945,18.80256,14076,20.44534,6,36109,35414,62.67,10,147,46,54,2.51259,2.30828,7.19155,30.02778,0.8522,115.63484,11586.10746,3.37033,7.19155
DE,DE274,43791,625,12288,28.06056,49.243,6043,13.79964,7597,17.34831,8149,18.60885,9714,22.18264,5,22284,21943,69.37,0,83,46,54,2.51259,2.63929,7.95203,24.52083,0.88468,85.0463,11311.94784,2.48914,7.95203
DE,DE275,133721,171,34942,26.13053,49.04017,19731,14.75535,21878,16.36093,24340,18.20208,32830,24.55112,4,60218,59624,772.21,20,446,46,54,3.23389,2.94194,8.15687,15.18364,0.89789,70.73438,11131.29679,2.21804,8.15687
DE,DE276,252309,236,68159,27.0141,49.21505,36304,14.38871,41186,16.32363,45466,18.01997,61194,24.25359,5,117189,115609,1059.56,11,585,46,54,3.24876,2.98601,8.12025,16.65675,0.89533,73.10717,11171.84382,2.40365,8.12025
DE,DE277,95595,121,25706,26.89053,48.83728,13302,13.91495,16600,17.36492,16905,17.68398,23082,24.14561,3,42808,42398,783.78,29,338,46,54,3.93198,3.01449,8.41544,13.24132,0.91158,64.30698,11038.00575,2.19673,8.41544
DE,DE278,125345,164,32727,26.10954,48.55319,17546,13.99817,22087,17.62097,22798,18.1882,30187,24.08313,4,57037,56758,754.69,4,326,46,54,3.26364,2.96524,8.19176,14.64583,0.90371,73.17586,11156.65432,2.42604,8.19176
DE,DE279,173719,337,46351,26.68159,49.31009,24452,14.0756,30276,17.42815,32958,18.97202,39682,22.84264,4,83157,83296,510.44,26,592,46,54,3.26364,2.86554,8.21829,17.49901,0.90443,69.70819,11139.77701,2.20618,8.21829
DE,DE27A,81357,252,23595,29.00181,49.19552,10866,13.35595,13152,16.16579,14103,17.33471,19641,24.14175,3,40525,41914,320.03,8,267,46,54,2.51259,2.10559,7.97089,14.83333,0.88215,124.59934,11611.2668,3.37536,7.97089
DE,DE27B,140346,101,38882,27.70439,48.95116,20182,14.38017,23555,16.78352,24574,17.50958,33153,23.62233,4,65922,66915,1381.03,39,589,46,54,2.56554,2.66548,7.09925,10.90586,0.83361,104.97174,11571.28481,3.21317,7.09925
DE,DE27C,143825,117,39656,27.5724,48.40744,20199,14.04415,24790,17.23622,25187,17.51225,33993,23.63497,5,65941,65718,1217.22,14,329,46,54,2.56554,2.81516,7.78563,11.78287,0.88304,86.2086,11327.41355,2.8293,7.78563
DE,DE27D,133951,105,35360,26.39771,48.16015,18871,14.08799,23201,17.32051,24871,18.56724,31648,23.62655,3,60212,60259,1260.51,23,404,46,54,3.93198,3.11618,8.24412,10.74113,0.89899,63.51311,10944.81723,2.07426,8.24412
DE,DE27E,155551,102,45667,29.35822,49.16973,20694,13.30368,24988,16.06418,26744,17.19307,37458,24.08085,3,77811,82757,1513.71,7,235,46,54,2.51259,2.40981,5.9633,11.27492,0.76705,124.80004,11813.74872,2.97119,5.9633
DE,DE300,3663796,4126,908634,24.80034,49.96643,514064,14.03091,647026,17.65999,829388,22.6374,764684,20.87136,7,2065652,1979072,877.47,21,865,46,54,3.56304,3.65427,9.33439,53.45023,0.92929,46.75154,10118.14171,1.39204,9.33439
DE,DE401,71583,314,25014,34.94405,48.07845,8529,11.91484,9229,12.89273,12942,18.07971,15869,22.16867,1,40801,43339,225.48,1,70,46,54,3.29279,3.8125,9.40961,13.84259,0.94767,46.33883,10065.74862,1.66746,9.40961
DE,DE402,100694,612,32531,32.30679,48.76656,12310,12.22516,15506,15.39913,18237,18.11131,22110,21.95761,1,56386,57699,162.62,0,45,46,54,3.60847,3.20955,9.3235,30.18056,0.93955,47.51736,10412.2418,1.56982,9.3235
DE,DE403,57823,392,19405,33.55931,49.53738,6998,12.10245,8525,14.74327,9980,17.25957,12915,22.3354,0,32508,33396,145.72,0,54,46,54,3.03795,3.08264,9.09832,22.94444,0.93061,44.34144,10387.07576,1.62202,9.09832
DE,DE404,177634,947,44912,25.28345,50.55113,26973,15.18459,29426,16.56552,40318,22.69723,36005,20.26921,10,97647,94917,185.39,51,676,46,54,3.56304,3.84815,9.27196,27.96528,0.94226,45.33825,10112.3828,1.5821,9.27196
DE,DE405,180788,122,56977,31.51592,48.58121,24430,13.51307,20313,11.23581,32785,18.1345,46283,25.6007,4,89183,91612,1460.73,29,466,46,54,3.83329,3.34743,8.76904,8.90313,0.91953,49.93798,10149.17126,2.05399,8.76904
DE,DE406,167269,74,53052,31.71658,48.3945,22129,13.22959,19395,11.5951,30312,18.12171,42381,25.33703,4,82001,84579,2244.93,8,295,46,54,3.60077,3.47721,9.02169,9.00515,0.93851,46.26836,10324.19606,1.95412,9.02169
DE,DE407,102367,54,37357,36.49321,47.7693,11885,11.61019,10425,10.18395,16462,16.08135,26238,25.63131,4,51508,56540,1875.22,3,93,46,54,4.16286,3.71991,9.10903,6.6071,0.93269,47.44813,10253.65848,1.68842,9.10903
DE,DE408,160759,93,47691,29.66615,48.88498,22186,13.80078,19989,12.43414,28219,17.55361,42674,26.54533,4,77835,80236,1705.43,6,213,46,54,3.56304,3.80995,9.22596,8.85937,0.9417,45.41803,10042.23,1.59023,9.22596
DE,DE409,192573,89,61775,32.07874,48.42423,25310,13.14307,20071,10.42254,34653,17.99473,50764,26.36091,3,95239,98534,2128.93,4,238,46,54,3.43562,3.11812,8.96282,9.49952,0.92828,45.19937,10280.29763,1.38501,8.96282
DE,DE40A,209790,116,63406,30.22356,49.01282,28794,13.72515,24979,11.90667,37453,17.85261,55158,26.29201,3,102340,103704,1780.66,9,364,46,54,3.17891,3.63897,8.69628,11.485,0.9249,46.43178,10051.57793,2.00452,8.69628
DE,DE40B,110024,90,40295,36.62383,48.17313,12816,11.64837,11570,10.51589,18141,16.48822,27202,24.7237,3,58268,63383,1207.11,2,69,46,54,3.88218,3.46624,9.12888,10.47272,0.93629,50.40783,10371.12451,1.89143,9.12888
DE,DE40C,177169,79,61307,34.60368,48.58751,22270,12.56992,19008,10.72874,30134,17.00862,44450,25.08904,0,88869,94636,2223.78,3,177,46,54,3.83329,3.25225,9.06039,8.05712,0.93308,45.53592,10372.87203,1.82845,9.06039
DE,DE40D,98729,39,33491,33.92215,48.03654,12147,12.30338,11146,11.28949,16854,17.07097,25091,25.41401,0,50559,54082,2492.74,0,105,46,54,3.0353,3.82123,8.83894,4.94886,0.92995,46.43379,9979.38816,1.85108,8.83894
DE,DE40E,213255,82,63867,29.94865,48.83168,30601,14.34949,24051,11.27805,37653,17.65633,57083,26.76748,4,98418,100681,2558.12,38,621,46,54,3.29279,3.92626,9.03829,9.5879,0.93514,46.95808,10072.00473,1.68373,9.03829
DE,DE40F,76461,36,27860,36.43688,47.65698,8715,11.39797,8566,11.2031,11725,15.33462,19595,25.62744,2,40400,44784,2105.64,0,105,46,54,3.25409,3.62747,9.01044,3.72623,0.92522,49.5849,9917.79554,1.74036,9.01044
DE,DE40G,113904,69,41658,36.5729,48.2336,13220,11.60626,10947,9.61072,17703,15.54204,30376,26.66807,4,57002,63273,1635.79,0,68,46,54,3.52204,3.31739,9.10001,10.6713,0.9354,49.78783,10401.38384,1.75155,9.10001
DE,DE40H,166890,79,49623,29.73396,48.54275,22625,13.55683,20800,12.4633,31165,18.67398,42677,25.57193,4,82623,85442,2076.93,13,226,46,54,3.86295,3.83457,8.96807,9.04647,0.93336,46.19442,10159.51615,1.70862,8.96807
DE,DE40I,119196,39,42990,36.06665,48.49492,14244,11.95007,12992,10.89969,18764,15.74214,30206,25.34145,2,62707,67564,3034.23,2,48,46,54,3.14126,3.13197,8.51492,4.89167,0.91812,43.81502,10105.43201,1.45991,8.51492
DE,DE501,567956,1748,153184,26.9711,49.4644,75064,13.21652,107166,18.86872,110495,19.45485,122047,21.48881,4,308420,295273,320.99,51,1765,46,54,4.63304,3.6873,9.02914,48.27604,0.96047,57.35561,9530.15823,1.98458,9.02914
DE,DE502,113315,1505,32295,28.5002,49.03499,16522,14.58059,20190,17.81759,19902,17.56343,24406,21.53819,4,62067,64077,74.42,6,250,46,54,4.10657,5.21389,9.23393,57.14583,0.98788,59.65608,9548.50536,1.60477,9.23393
DE,DE600,1849028,2498,434678,23.50846,50.23515,261011,14.11612,344130,18.6114,417818,22.59663,391391,21.16739,6,1013795,963622,731.5,267,6313,46,54,4.44167,3.67302,9.07254,46.71528,0.94821,62.40688,9589.37298,1.73798,9.07254
DE,DE711,159107,1304,35893,22.55903,48.68925,21800,13.70147,37968,23.86319,32419,20.3756,31027,19.50071,6,81229,79325,120.72,18,358,46,54,5.29131,2.83501,9.95208,42.33333,0.96738,59.5544,10467.42069,1.74266,9.95208
DE,DE712,753343,3037,156116,20.7231,50.35356,109690,14.56043,141245,18.7491,189233,25.1191,157059,20.84827,7,397262,395865,245.27,69,2701,46,54,5.29131,2.80111,10.13705,56.09954,0.96435,52.96991,10335.43659,1.17607,10.13705
DE,DE713,127346,2843,28243,22.17816,50.16962,20003,15.7076,24371,19.13763,28059,22.03367,26670,20.94294,7,64619,61820,44.29,9,472,46,54,5.29131,2.72269,10.25654,50.50972,0.96985,55.19155,10360.5048,1.39002,10.25654
DE,DE714,280501,1375,72174,25.73039,51.17201,42016,14.97891,48543,17.30582,56182,20.02916,61586,21.95571,2,144989,143217,201.74,22,873,46,54,5.74221,3.02313,9.5755,51.86806,0.9424,54.61478,10368.83775,1.4253,9.5755
DE,DE715,269495,375,78775,29.2306,49.14303,35662,13.2329,41824,15.5194,46302,17.18102,66932,24.83608,3,129116,126912,711.05,3,542,46,54,5.2145,2.9674,9.53987,21.42361,0.95547,70.99491,10633.83769,1.64284,9.53987
DE,DE716,296824,451,81420,27.4304,49.14225,41614,14.01976,48568,16.36256,52957,17.84121,72265,24.34608,4,138173,135831,650.84,20,613,46,54,5.29131,2.84865,9.71863,24.31389,0.96476,64.44184,10519.91547,1.49592,9.71863
DE,DE717,273172,604,69293,25.36607,49.15987,40659,14.88403,46936,17.18185,53633,19.63342,62651,22.93463,6,128386,125274,447.36,15,833,46,54,5.74221,2.71802,10.31789,33.52083,0.98231,49.70822,10462.04394,1.03729,10.31789
DE,DE718,237223,493,68420,28.84206,49.91717,35498,14.96398,33932,14.30384,41237,17.38322,58136,24.5069,4,114380,112945,475.89,6,380,46,54,5.29131,3.45221,8.53316,20.9294,0.89914,66.9782,10297.13609,1.70236,8.53316
DE,DE719,419916,301,118200,28.14849,49.37654,57803,13.76537,68152,16.22991,75632,18.01122,100129,23.84501,4,200655,198376,1379.87,52,1155,46,54,5.29131,3.07808,8.75076,14.31674,0.91887,73.73706,10351.47411,2.07917,8.75076
DE,DE71A,238271,1073,64873,27.22656,49.75511,35857,15.04883,35411,14.86165,44960,18.86927,57170,23.99369,4,114975,113194,219.57,15,587,46,54,5.29131,2.91045,9.86991,47.625,0.95635,52.77894,10377.69038,1.44964,9.86991
DE,DE71B,96693,155,29964,30.9888,48.90737,12378,12.80134,15203,15.72296,15860,16.40243,23288,24.08447,1,45873,46598,616.56,63,466,46,54,5.2145,3.10822,8.75575,9.86607,0.92935,80.91339,10613.19624,2.0224,8.75575
DE,DE71C,353280,993,97399,27.56992,49.49021,51227,14.5004,56141,15.89136,66465,18.81369,82048,23.22464,4,169846,165901,351.66,44,1055,46,54,5.29131,2.76806,9.90625,45.4184,0.96775,59.59013,10435.02376,1.6454,9.90625
DE,DE71D,187283,231,55572,29.67274,49.2789,25017,13.35786,28477,15.20533,31350,16.73937,46867,25.0247,3,91993,91238,801.17,8,433,46,54,5.74221,3.23266,8.75965,14.61053,0.9163,58.83061,10358.8183,1.68917,8.75965
DE,DE71E,306298,279,84868,27.70766,49.2984,42191,13.77449,49729,16.2355,54864,17.91197,74646,24.37038,4,144428,142718,1087.2,13,515,46,54,5.29131,2.95437,9.16419,16.46181,0.93667,62.80886,10272.13512,1.37611,9.16419
DE,DE721,268280,314,68844,25.66125,50.01528,34837,12.98531,58752,21.89951,48162,17.95214,57685,21.50179,6,132749,131669,843.83,4,371,46,54,4.74791,3.01056,8.98291,15.58854,0.92966,59.66313,10148.41659,1.65357,8.98291
DE,DE722,254272,239,73313,28.83251,49.27047,34470,13.55635,42149,16.57634,43571,17.13559,60769,23.89921,1,122180,120438,1052.62,20,447,46,54,5.57884,3.41364,8.40935,15.08879,0.90584,68.23889,10088.0268,2.0518,8.40935
DE,DE723,171971,233,48678,28.30594,49.05129,23448,13.63486,28328,16.47254,29573,17.1965,41944,24.39016,1,81565,82373,729.04,7,402,46,54,5.74221,3.07037,9.02591,15.87674,0.93608,59.31105,10205.9525,1.23188,9.02591
DE,DE724,246567,196,63673,25.82381,49.89394,32468,13.16802,52706,21.37593,43283,17.55426,54437,22.07797,2,117802,117980,1246.1,4,307,46,54,4.74791,3.32673,8.36292,11.2487,0.90777,63.21051,10022.30643,1.74327,8.36292
DE,DE725,106032,73,33912,31.9828,48.06474,12987,12.24819,15962,15.05395,16978,16.01215,26193,24.70292,0,50235,51572,1440.19,6,165,46,54,4.19635,3.45844,7.94306,8.07341,0.88679,73.5049,10181.22574,1.88513,7.94306
DE,DE731,201862,1894,52038,25.779,49.83603,26687,13.22042,43107,21.35469,38462,19.05361,41568,20.59229,4,110018,106857,105.35,9,521,46,54,3.88269,3.44609,8.43921,28.74884,0.90312,60.82755,9842.69403,1.79887,8.43921
DE,DE732,222210,161,61297,27.58517,49.06665,31036,13.96697,39516,17.78318,38709,17.42001,51652,23.24468,3,106069,107185,1363.25,13,516,46,54,4.19363,3.52727,7.9775,10.81209,0.87362,73.66728,10225.56767,2.07588,7.9775
DE,DE733,120889,110,37761,31.23609,48.17725,15962,13.20385,18640,15.4191,19703,16.29842,28823,23.84253,1,57401,59223,1083.75,23,347,46,54,3.88269,3.36887,8.26533,9.93323,0.88878,61.90856,10058.92263,2.00724,8.26533
DE,DE734,236435,183,75791,32.05574,48.99105,30081,12.72274,34697,14.67507,38039,16.08857,57827,24.45788,1,115298,115798,1276.8,31,515,46,54,3.88269,3.51131,8.2875,13.94554,0.90274,62.92535,9828.28707,1.99752,8.2875
DE,DE735,180628,118,54890,30.38842,48.31975,23239,12.86567,27959,15.47877,30176,16.70616,44364,24.56098,1,85841,87533,1518.69,39,642,46,54,3.88269,3.33637,8.31682,9.29276,0.89912,58.79526,9978.90421,1.66684,8.31682
DE,DE736,156957,85,47608,30.33187,48.43747,20707,13.19279,24785,15.79095,25343,16.14646,38514,24.53793,0,75762,78518,1824.63,5,230,46,54,4.20451,3.77485,7.71098,8.45718,0.88639,69.51836,9868.93426,1.67055,7.71098
DE,DE737,100877,99,33452,33.16118,48.56211,12122,12.01661,15623,15.48718,15303,15.16996,24377,24.16507,1,50333,52032,1010.48,16,246,46,54,3.56086,3.53755,8.12451,8.15118,0.88606,65.90371,9968.29585,2.27205,8.12451
DE,DE803,206950,1228,62127,30.02029,49.05243,25017,12.08843,38577,18.64073,41208,19.91206,40021,19.33849,2,119825,121397,166.63,2,144,46,54,2.77781,5.25426,8.71785,40.30093,0.9657,49.44375,9954.92437,2.06274,8.71785
DE,DE804,94993,729,30693,32.3108,49.96473,12646,13.31256,14151,14.89689,17766,18.70243,19737,20.77732,4,54748,58089,128.74,0,120,46,54,3.31232,4.03362,8.76701,25.52778,0.93253,52.29716,9834.12472,1.45401,8.76701
DE,DE80J,259789,47,88449,34.04648,48.74379,32647,12.56674,29946,11.52705,44216,17.01997,64531,24.83977,1,135718,148194,5420.45,3,144,46,54,2.79479,3.66065,8.33514,4.59433,0.9208,46.98473,9969.51278,1.64814,8.33514
DE,DE80K,213902,62,68460,32.00531,48.43106,29235,13.66747,22861,10.6876,38062,17.79413,55284,25.84548,2,104012,111252,3382.85,3,85,46,54,2.77781,4.30685,8.47562,7.13813,0.93867,49.27139,9903.81195,1.65709,8.47562
DE,DE80L,224014,71,76644,34.21393,48.56348,27530,12.28941,25706,11.47518,38768,17.30606,55366,24.71542,0,117588,130781,3110.22,2,107,46,54,2.71615,4.91819,8.27042,5.84367,0.94974,52.21157,9987.89159,1.46198,8.27042
DE,DE80M,155941,74,48650,31.1977,48.45935,20615,13.21974,19517,12.51563,28815,18.47814,38344,24.58879,0,77507,83376,2095.59,1,100,46,54,3.31232,4.69941,8.54471,9.36368,0.94691,53.72055,9808.21417,1.27004,8.54471
DE,DE80N,235790,62,78070,33.10997,48.93252,29115,12.34785,31775,13.47597,40977,17.3786,55853,23.6876,1,123078,137458,3742.34,7,166,46,54,2.81177,3.87767,8.37851,5.03305,0.94032,45.68672,10029.99427,1.80434,8.37851
DE,DE80O,210954,44,67647,32.06718,48.30058,27091,12.84214,24183,11.46364,37202,17.63512,54831,25.99192,0,102708,109189,4701.57,2,143,46,54,3.5106,3.63054,8.73358,5.43298,0.92636,51.87158,9844.64274,1.83667,8.73358
DE,DE911,246765,1283,66362,26.89279,49.32993,30267,12.26552,48815,19.78198,49341,19.99514,51980,21.06458,0,140935,137600,190.09,18,407,46,54,4.37706,3.48181,9.11204,44.13889,0.93359,51.48167,9819.4026,1.33825,9.11204
DE,DE912,105060,469,30973,29.48125,48.77213,15363,14.62307,17992,17.12545,17705,16.85227,23027,21.91795,7,55449,56024,221.47,10,222,46,54,4.37706,3.58385,9.06357,22.06771,0.92532,56.91985,9828.61512,1.38795,9.06357
DE,DE913,123539,605,35454,28.69863,48.76112,16952,13.72198,20393,16.50734,24240,19.62133,26500,21.45072,1,65368,65709,201.75,53,425,46,54,4.00524,3.56086,8.88864,27.63542,0.92645,50.65664,9856.08699,1.5906,8.88864
DE,DE914,175075,112,47035,26.86563,48.77167,25611,14.62859,27741,15.84521,30530,17.43824,44158,25.22233,2,80175,80387,1545.59,4,206,46,54,4.00524,3.56417,8.77485,10.70833,0.92885,54.44714,9818.23048,2.11433,8.77485
DE,DE91C,326799,186,95155,29.11729,49.46833,40505,12.39447,63172,19.33054,54804,16.76994,73163,22.38777,1,173490,175504,1733.13,79,1396,46,54,3.56086,3.64623,8.21359,11.07458,0.89843,66.39697,9868.72765,1.93409,8.21359
DE,DE916,137698,143,47562,34.54081,48.29918,15123,10.98273,21852,15.86951,20551,14.92469,32610,23.68226,0,76652,81165,953.4,27,286,46,54,3.88052,4.69738,7.4026,11.83796,0.86741,82.63996,9863.54712,1.65972,7.4026
DE,DE917,91866,136,28090,30.57714,48.72967,11856,12.90575,13567,14.76825,15616,16.99867,22737,24.75018,2,46702,48455,666.92,2,158,46,54,4.00524,3.67775,8.67142,12.4256,0.91924,50.73358,9887.72898,1.52115,8.67142
DE,DE918,133125,105,43796,32.8984,48.72188,16362,12.2907,19776,14.85521,20225,15.19249,32966,24.76319,1,67692,69823,1251.37,5,169,46,54,4.04748,3.6072,8.38625,8.80165,0.90813,66.89492,9817.24583,2.02987,8.38625
DE,DE91A,133439,249,37628,28.19865,49.16104,19117,14.3264,20596,15.43477,22715,17.02276,33383,25.01742,3,64246,63735,529.3,12,198,46,54,4.37706,3.50014,9.19807,17.26687,0.93936,54.22379,9819.55754,1.51583,9.19807
DE,DE91B,120412,166,36912,30.65475,48.834,15282,12.69143,18799,15.61223,19148,15.90207,30271,25.13952,0,60725,61467,715.14,14,218,46,54,4.00524,3.64451,8.77622,12.92708,0.92218,53.81973,9862.06234,1.32451,8.77622
DE,DE922,215962,109,63140,29.23662,48.82665,29261,13.54914,34029,15.75694,35232,16.31398,54300,25.14331,3,101940,100662,1964.11,27,558,46,54,5.37081,3.52357,9.02441,8.81639,0.95519,58.61535,9578.93331,2.28128,9.02441
DE,DE923,148357,186,48387,32.61525,49.64039,19018,12.81908,22210,14.97065,22972,15.48427,35770,24.11076,0,78641,80599,786.44,7,187,46,54,4.76828,3.71743,8.93628,12.27639,0.92531,68.70113,9731.45895,2.16614,8.93628
DE,DE925,276469,229,82961,30.00734,49.62654,35060,12.68135,47481,17.17408,44772,16.19422,66195,23.94301,1,142251,142301,1191.67,8,493,46,54,3.96896,3.63351,8.92476,13.43663,0.92776,61.15694,9814.98533,1.80887,8.92476
DE,DE926,71264,103,23965,33.62848,48.34278,8645,12.13095,11089,15.56045,10618,14.89953,16947,23.78059,1,36274,38669,685.31,7,119,46,54,4.32548,3.77451,8.3868,8.34236,0.90879,74.45808,9776.63464,2.45572,8.3868
DE,DE927,121526,87,35477,29.19293,48.82247,16789,13.81515,19553,16.08956,19529,16.06981,30178,24.83255,1,57274,57565,1381.98,4,105,46,54,5.15951,3.55951,9.24153,8.53399,0.95186,59.68988,9636.84312,2.07658,9.24153
DE,DE928,157984,234,49617,31.40634,49.22017,20171,12.76775,24157,15.29079,24822,15.71172,39217,24.8234,2,79825,80159,666.55,7,224,46,54,5.15951,3.64654,9.32123,15.25772,0.94008,63.56467,9694.94673,1.94099,9.32123
DE,DE929,1150365,501,313587,27.25978,49.82845,158251,13.75659,202174,17.57477,218286,18.97537,258067,22.43349,3,605532,596629,2266.92,121,3448,46,54,4.37706,3.60764,9.25866,21.12567,0.9434,56.58313,9771.08985,1.83499,9.25866
DE,DE931,178804,116,54144,30.2812,49.2489,25293,14.14566,28079,15.70379,29808,16.67077,41480,23.19859,2,88628,89521,1529.65,15,242,46,54,4.37706,3.71435,8.99749,9.76087,0.93357,60.01553,9758.24412,2.46149,8.99749
DE,DE932,197945,96,64226,32.44639,49.10051,26080,13.17538,29024,14.66266,30779,15.54927,47836,24.16631,1,98632,103953,2031.12,21,406,46,54,4.10657,4.68445,8.89234,9.47338,0.97191,62.96596,9558.77755,2.89111,8.89234
DE,DE933,251010,201,72181,28.75622,49.24585,35603,14.1839,36880,14.69264,43049,17.15031,63297,25.21692,3,121746,120634,1231.49,13,662,46,54,4.44167,3.83778,8.83705,14.67659,0.94086,61.2753,9639.07085,2.42624,8.83705
DE,DE934,48181,39,17125,35.54306,48.5295,5869,12.18115,6549,13.59249,7033,14.59704,11605,24.08626,1,24373,26471,1217.47,3,38,46,54,3.47287,3.39757,8.89634,3.08724,0.93042,49.25946,9850.0648,2.06356,8.89634
DE,DE935,182784,138,47716,26.10513,50.11981,26067,14.2611,32334,17.68973,32991,18.04917,43676,23.89487,3,90019,89994,1307.49,0,210,46,54,4.04369,3.45208,8.81824,9.64167,0.93547,54.88783,9742.17031,2.16136,8.81824
DE,DE936,112965,173,34145,30.22618,49.1878,15377,13.61218,16302,14.43102,18299,16.19882,28842,25.5318,2,53427,52455,643.66,0,149,46,54,4.10657,3.79141,8.73943,14.90741,0.95935,59.48884,9548.51554,3.02554,8.73943
DE,DE937,163224,79,45365,27.79309,48.49164,22509,13.79025,27656,16.94359,27457,16.82167,40237,24.6514,1,76362,76272,2046.75,2,204,46,54,4.5212,3.7584,8.78239,8.2694,0.94923,62.75405,9586.64027,3.0017,8.78239
DE,DE938,138937,74,40627,29.24131,48.59613,18948,13.63784,22928,16.50244,22904,16.48517,33530,24.13324,2,68116,68118,1855.27,2,112,46,54,4.65941,3.86159,8.898,7.90198,0.93703,62.40216,9689.18704,2.50224,8.898
DE,DE939,201617,167,56151,27.85033,48.99438,29015,14.39115,33323,16.52787,35427,17.57143,47701,23.65922,3,97444,98546,1193.17,9,288,46,54,4.27412,3.89037,8.78327,13.53143,0.95559,64.34719,9573.1683,2.70777,8.78327
DE,DE93A,92676,64,30003,32.37408,49.07204,11487,12.39479,14084,15.19703,14286,15.41499,22816,24.6191,0,47591,48468,1441.48,0,85,46,54,3.94112,3.57405,8.64064,6.07712,0.92617,57.31893,9755.98223,2.08014,8.64064
DE,DE93B,136639,173,39610,28.9888,49.44928,19781,14.47683,21513,15.74441,22838,16.71412,32897,24.07585,3,65279,64199,778.4,8,324,46,54,4.63304,3.61902,8.91222,16.13056,0.95244,59.62474,9585.1509,2.30566,8.91222
DE,DE941,77614,1244,22139,28.52449,49.16639,11070,14.26289,13452,17.33192,13393,17.25591,17560,22.62478,5,39546,38861,61.65,4,148,46,54,4.63304,3.61574,8.94946,45.23611,0.95831,57.49928,9529.9731,2.21032,8.94946
DE,DE942,50503,453,13768,27.26175,48.83076,6945,13.75166,9879,19.56121,8811,17.44649,11100,21.97889,1,26307,26479,110.27,0,34,46,54,4.27936,5.33148,9.14497,20.66667,1.00525,63.44645,9567.30602,1.91804,9.14497
DE,DE943,166704,1622,41343,24.80024,51.45707,21487,12.88931,35639,21.37861,31979,19.1831,36256,21.74873,4,91020,92257,101.54,2,225,46,54,4.66746,3.97469,9.02552,38.21528,0.96635,62.96551,9530.17355,2.14525,9.02552
